exercise_name_en,exercise_type,body_part,equipment,level,description
Hug A Ball,拉伸,Lower Back,徒手,Intermediate,
Child's pose,拉伸,Lower Back,徒手,Intermediate,Child’s pose is a traditional yoga pose that is also popular in fitness and strength training. It targets mobility of the thoracic spine and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.
Pelvic Tilt Into Bridge,拉伸,Lower Back,徒手,Intermediate,
Hug Knees To Chest,拉伸,Lower Back,徒手,Intermediate,
Pyramid,拉伸,Lower Back,徒手,Intermediate,
Partner Superman with alternating high-five,力量训练,Lower Back,徒手,Beginner,"The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher."
Yoga plex,拉伸,Lower Back,徒手,Intermediate,"The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders."
TBS Back Extension,力量训练,Lower Back,徒手,Intermediate,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set."
Lower Back Stretch - Yates Variation,力量训练,Lower Back,徒手,Intermediate,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime."
Hyperextension - Gethin Variation,力量训练,Lower Back,徒手,Intermediate,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set."
Back Extension - Gethin Variation,力量训练,Lower Back,徒手,Intermediate,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set."
HM Banana Stretch,力量训练,Lower Back,徒手,Intermediate,
HM T-Spine Stretch on Wall,拉伸,Lower Back,徒手,Intermediate,
HM Child's Pose,力量训练,Lower Back,徒手,Intermediate,
HM Cobra,力量训练,Lower Back,徒手,Intermediate,
HM Cobra With Arm Retraction,力量训练,Lower Back,徒手,Intermediate,
HM Dive-Bomber,力量训练,Lower Back,徒手,Intermediate,
HM Downward-Facing Dog Pose,力量训练,Lower Back,徒手,Intermediate,
HM Downward Dog To Left Leg Extension To Warrior Pose,力量训练,Lower Back,徒手,Intermediate,
HM Downward Dog To Right Leg Extension To Warrior Pose,力量训练,Lower Back,徒手,Intermediate,
HM Spine Twist,力量训练,Lower Back,徒手,Intermediate,
HM Good Morning,力量训练,Lower Back,徒手,Intermediate,
HM Rag Doll,力量训练,Lower Back,徒手,Intermediate,
HM Upward-Facing Dog Pose,力量训练,Lower Back,徒手,Intermediate,
Superman-,力量训练,Lower Back,徒手,Intermediate,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime."
Weighted back extension,力量训练,Lower Back,徒手,Intermediate,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands."
MetaBurn Alternating Superman,力量训练,Lower Back,徒手,Intermediate,
MetaBurn Swimmer,力量训练,Lower Back,徒手,Intermediate,
Dancer's Stretch,拉伸,Lower Back,徒手,Beginner,
Cat Stretch,拉伸,Lower Back,徒手,Beginner,
Crossover Reverse Lunge,拉伸,Lower Back,徒手,Beginner,
Standing Pelvic Tilt,拉伸,Lower Back,徒手,Beginner,
Exercise ball weighted hyperextension,力量训练,Lower Back,健身球,Beginner,"The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet."
Exercise ball rear delt fly,力量训练,Lower Back,健身球,Intermediate,"The exercise ball rear delt fly is a dumbbell exercise targeting the rear heads of the shoulders, as well as the muscles of the upper-middle back. Lying prone on an exercise ball offers support to perform the movement. It is generally performed for moderate to high reps as a part of upper body or shoulder training."
Lying rear delt Y,力量训练,Lower Back,健身球,Intermediate,"The lying rear delt Y works the shoulders, specifically the rear heads, as well as the lower trapezius muscles. At the top of the motion, the arms and torso form a Y—hence the name. Shoulder Y variations are usually performed with light weights as a warm-up or prehab movement for upper-body training, or as a burnout on shoulder day."
Partner Facing Feet-Elevated Side Plank With Band Row,力量训练,Middle Back,弹力带,Beginner,
Partner side plank band row,力量训练,Middle Back,弹力带,Intermediate,The partner side plank band row is an abdominal exercise where two partners perform side planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.
Band-assisted chin-up,力量训练,Middle Back,弹力带,Intermediate,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups."
30 Back Band-Assisted Pull-Up,力量训练,Middle Back,弹力带,Intermediate,
30 Back Reverse-Grip Band-Assisted Pull-Up,力量训练,Middle Back,弹力带,Intermediate,
Band bent-over row,力量训练,Middle Back,弹力带,Intermediate,"The band bent-over row is an exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. Bands provide dynamic resistance and can work equally well in strength, muscle-building, or circuit-style fat-loss workouts."
Heavy band bent-over row,力量训练,Middle Back,弹力带,Intermediate,"The heavy band bent-over row is a variation of the popular barbell exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lats), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts."
Reverse-grip bent-over row,力量训练,Middle Back,杠铃,Intermediate,"The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts."
One-Arm Long Bar Row,力量训练,Middle Back,杠铃,Intermediate,"The single-arm landmine bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. It utilizes a landmine device which anchors one end of the barbell near the ground, but could also be approximated by placing the barbell in the corner of a room."
Bent Over Barbell Row,力量训练,Middle Back,杠铃,Intermediate,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts."
Yates Row Reverse Grip,力量训练,Middle Back,杠铃,Beginner,
Pendlay Row,力量训练,Middle Back,杠铃,Intermediate,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set."
Straight Bar Bench Mid Rows,力量训练,Middle Back,杠铃,Beginner,
Barbell seal row,力量训练,Middle Back,杠铃,Intermediate,"The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher."
Yates Row,力量训练,Middle Back,杠铃,Beginner,
Plate Row,力量训练,Middle Back,杠铃,Beginner,
Barbell Deadlift Bent Row Complex,力量训练,Middle Back,杠铃,Beginner,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes."
Single-Arm Landmine Row,力量训练,Middle Back,杠铃,Beginner,
TBS T-Bar Row,力量训练,Middle Back,杠铃,Intermediate,
TBS Deficit Deadlift,力量训练,Middle Back,杠铃,Intermediate,The barbell deficit deadlift is a compound exercise targeting the posterior chain.
Bent-Over Barbell Row - Gethin Variation,力量训练,Middle Back,杠铃,Intermediate,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts."
Barbell bent-over row,力量训练,Middle Back,杠铃,Intermediate,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts."
UN Barbell Rack Pull,力量训练,Middle Back,杠铃,Intermediate,
UN Barbell Scrape The Rack,力量训练,Middle Back,杠铃,Intermediate,
Barbell deadlift bent-over row complex,力量训练,Middle Back,杠铃,Intermediate,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes."
30 Back Barbell Deadlift,力量训练,Middle Back,杠铃,Intermediate,
30 Back Bent-Over Barbell Row,力量训练,Middle Back,杠铃,Intermediate,
30 Back T-Bar Row,力量训练,Middle Back,杠铃,Intermediate,
30 Back Underhand Bent-Over Barbell Row,力量训练,Middle Back,杠铃,Intermediate,
Kettlebell alternating renegade row,力量训练,Middle Back,壶铃,Intermediate,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training."
Alternating Kettlebell Row,力量训练,Middle Back,壶铃,Intermediate,
Two-Arm Kettlebell Row,力量训练,Middle Back,壶铃,Beginner,
Kettlebell bent-over row to clean,力量训练,Middle Back,壶铃,Intermediate,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss."
UP Deficit Kettlebell Stiff-Legged Deadlift,力量训练,Middle Back,壶铃,Intermediate,"The kettlebell deficit deadlift is a more advanced version of the kettlebell deadlift movement that is performed standing on steps or boxes. It can be done to build strength or hip mobility for squats or deadlifts, in high reps or in more traditional strength and muscle-focused rep ranges."
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,力量训练,Middle Back,壶铃,Intermediate,
FYR2 Double-Kettlebell Swing Clean,力量训练,Middle Back,壶铃,Intermediate,
Single-arm kettlebell row-,力量训练,Middle Back,壶铃,Intermediate,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement."
FYR2 Ascending-Rep Swing-Squat Complex,力量训练,Middle Back,壶铃,Intermediate,
One-Arm Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion."
Incline dumbbell row,力量训练,Middle Back,哑铃,Intermediate,"The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout."
Bent Over Two-Dumbbell Row With Palms In,力量训练,Middle Back,哑铃,Beginner,
Man-maker,力量训练,Middle Back,哑铃,Intermediate,"The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or for time as a single full-body exercise or as part of a fat-loss or athleticism-focused workout."
Dumbbell bent-over row,力量训练,Middle Back,哑铃,Intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts."
Middle Back Shrug,力量训练,Middle Back,哑铃,Beginner,
Dumbbell pull-over to skullcrusher,力量训练,Middle Back,哑铃,Intermediate,"The dumbbell pull-over to skullcrusher is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout."
Dumbbell Fix Single-Arm Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
Dumbbell Fix Bent-Over Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
Dumbbell Seal Row - Gethin Variation,力量训练,Middle Back,哑铃,Intermediate,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher."
Decline dumbbell chest fly,力量训练,Middle Back,哑铃,Intermediate,"The decline dumbbell chest fly is an upper-body exercise targeting the muscles of the chest, particularly the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more."
TBS Bent-Over Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts."
HM Alternating Bent-Over Quick Row,力量训练,Middle Back,哑铃,Intermediate,
HM Bent-Over Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
AM Single Arm Row,力量训练,Middle Back,哑铃,Intermediate,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion."
Dumbbell stiff-legged deadlift,力量训练,Middle Back,哑铃,Intermediate,"The dumbbell stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back."
Single-arm bench dumbbell row,力量训练,Middle Back,哑铃,Intermediate,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion."
UN Bent-Over Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
UN Dumbbell RDL,力量训练,Middle Back,哑铃,Intermediate,
UN Chest Supported Row,力量训练,Middle Back,哑铃,Intermediate,
MetaBurn Bent-Over Renegade Row,力量训练,Middle Back,哑铃,Intermediate,
30 Back Bent-Over Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
30 Back Dumbbell Pull-Over,力量训练,Middle Back,哑铃,Intermediate,
30 Back Incline Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
30 Back Single-Arm Dumbbell Row,力量训练,Middle Back,哑铃,Intermediate,
30 Back Single-Arm Dumbbell Swing Row,力量训练,Middle Back,哑铃,Intermediate,
T-Bar Row with Handle,力量训练,Middle Back,其他,Intermediate,
T-Bar Row,力量训练,Middle Back,其他,Intermediate,
Alternating sit-through with crunch,力量训练,Middle Back,其他,Intermediate,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence."
Seated Cable Rows,力量训练,Middle Back,拉力器,Intermediate,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts."
Upside-down pull-up,力量训练,Middle Back,其他,Intermediate,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips."
Smith machine inverted row,力量训练,Middle Back,其他,Intermediate,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more."
Lying T-Bar Row,力量训练,Middle Back,其他,Intermediate,
Suspended row,力量训练,Middle Back,其他,Intermediate,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout."
Inverted Row with Straps,力量训练,Middle Back,其他,Beginner,
One Arm Chin-Up,力量训练,Middle Back,其他,Beginner,
Sled Row,力量训练,Middle Back,其他,Beginner,
Paul Carter T-Bar Row,力量训练,Middle Back,其他,Intermediate,
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,力量训练,Middle Back,其他,Intermediate,"The single-arm bent-over rear delt fly or rear delt raise is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
30 Back Plate Hyperextension,力量训练,Middle Back,其他,Intermediate,
Single-arm cable seated row,力量训练,Middle Back,拉力器,Intermediate,"The single-arm cable seated row is a version of the cable row movement that trains the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The single-arm row can work well in a variety of rep ranges but is most popular in muscle-building workouts or as an accessory movement for strength workouts."
Paul Carter Lat Pull-Down,力量训练,Middle Back,拉力器,Intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack."
TBS Lat Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
One-Arm Cable Read Delt Fly - Gethin Variation,力量训练,Middle Back,拉力器,Intermediate,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
UP Seated Cable Row,力量训练,Middle Back,拉力器,Intermediate,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts."
UP Cable Straight-Arm Pull-Down,力量训练,Middle Back,拉力器,Intermediate,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above."
UN Cable Pull-Through,力量训练,Middle Back,拉力器,Intermediate,
30 Back Close-Grip Seated Cable Row,力量训练,Middle Back,拉力器,Intermediate,
30 Back Incline Face-Up Cable Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Kneeling High Cable Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Leaning V-Bar Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Reverse-Grip Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Standing Low Cable Bar Row,力量训练,Middle Back,拉力器,Intermediate,
30 Back Standing Low Cable Rope Row,力量训练,Middle Back,拉力器,Intermediate,
30 Back Straight-Arm Bar Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Straight-Arm Rope Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Wide-Grip Behind-The-Head Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 Back Wide-Grip Pull-Down,力量训练,Middle Back,拉力器,Intermediate,
30 back Wide-Grip Seated Cable Row,力量训练,Middle Back,拉力器,Intermediate,
Rower,有氧运动,Middle Back,器械,Intermediate,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work."
Smith machine bent-over row,力量训练,Middle Back,器械,Intermediate,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout."
Leverage High Row,力量训练,Middle Back,器械,Beginner,The machine high row is an exercise targeting the lats and works the back overall.
Machine Low Row,力量训练,Middle Back,器械,Intermediate,The machine low row is an exercise targeting the back muscles.
Standing lat pull-down,力量训练,Middle Back,器械,Intermediate,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits."
30 Back Machine Seated Row,力量训练,Middle Back,器械,Intermediate,
30 Back Smith Machine Push-Up,力量训练,Middle Back,器械,Intermediate,
Mixed Grip Chin,力量训练,Middle Back,徒手,Intermediate,
Rhomboids SMR,拉伸,Middle Back,徒手,Intermediate,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats."
Spinal Stretch,拉伸,Middle Back,徒手,Intermediate,
Upper Back Stretch,拉伸,Middle Back,徒手,Intermediate,
Middle Back Stretch,拉伸,Middle Back,徒手,Intermediate,
TBS Pull-Up,力量训练,Middle Back,徒手,Intermediate,
HM Angel Stretch,力量训练,Middle Back,徒手,Intermediate,
UNS Foam Roll Upper Back,力量训练,Middle Back,徒手,Intermediate,
30 Back Neutral-Grip Pull-Down,力量训练,Middle Back,徒手,Intermediate,
30 Back Pull-Up,力量训练,Middle Back,徒手,Intermediate,
30 Back Reverse-Grip Pull-Up,力量训练,Middle Back,徒手,Intermediate,
ACFT Medicine ball overhead power throw,力量训练,Middle Back,药球,Intermediate,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement."
Upright Row - With Bands,力量训练,Traps,弹力带,Beginner,
Band seated row,力量训练,Traps,弹力带,Intermediate,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement."
Barbell shrug,力量训练,Traps,杠铃,Intermediate,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
Barbell behind-the-back shrug,力量训练,Traps,杠铃,Intermediate,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
Clean Shrug,奥林匹克举重,Traps,杠铃,Beginner,
Snatch Shrug,奥林匹克举重,Traps,杠铃,Beginner,
Single-arm inverted row,力量训练,Traps,杠铃,Intermediate,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row."
Kettlebell sumo deadlift high pull,力量训练,Traps,壶铃,Intermediate,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps."
Standing dumbbell shrug,力量训练,Traps,哑铃,Intermediate,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
Standing dumbbell upright row,力量训练,Traps,哑铃,Intermediate,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more."
Dumbbell pull-over,力量训练,Traps,哑铃,Intermediate,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso."
Standing Dumbbell Shrug - Gethin Variation,力量训练,Traps,哑铃,Intermediate,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
Single-arm dumbbell row,力量训练,Traps,哑铃,Intermediate,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout."
Lying Face Down Plate Neck Resistance,力量训练,Neck,其他,Beginner,
Lying Face Up Plate Neck Resistance,力量训练,Neck,其他,Beginner,
Seated Head Harness Neck Resistance,力量训练,Neck,其他,Beginner,
Cable straight-bar upright row,力量训练,Traps,拉力器,Intermediate,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
Cable shrug,力量训练,Traps,拉力器,Intermediate,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets."
