record_id,user_id,exercise_type,exercise_date,duration_minutes,calories_burned,average_heart_rate,max_heart_rate,equipment_used,created_at
13829,271,力量训练,2025-07-11,39,324.5,118,138,史密斯机,2025-07-11T09:32:47.617642
13830,271,力量训练,2025-11-16,56,475.4,127,148,椭圆机,2025-11-16T09:32:47.617642
13831,271,爬楼机,2025-11-06,38,433.1,123,142,龙门架,2025-11-06T09:32:47.617642
13832,271,爬楼机,2025-08-29,103,1178.7,127,151,拳击沙袋,2025-08-29T09:32:47.617642
13833,271,椭圆机,2025-08-18,31,278.7,134,151,跑步机,2025-08-18T09:32:47.617642
13834,271,跑步,2025-08-02,81,838.1,130,154,龙门架,2025-08-02T09:32:47.617642
13835,271,划船机,2025-11-09,102,1076.8,138,165,椭圆机,2025-11-09T09:32:47.617642
13836,271,力量训练,2025-10-27,99,830.7,111,129,跑步机,2025-10-27T09:32:47.617642
13837,271,椭圆机,2025-09-19,76,727.0,138,150,动感单车,2025-09-19T09:32:47.617642
13838,271,力量训练,2025-10-22,80,585.8,111,125,跑步机,2025-10-22T09:32:47.617642
13839,271,动感单车,2025-10-20,75,970.6,138,163,划船机,2025-10-20T09:32:47.617642
13840,271,动感单车,2025-12-03,57,716.9,131,149,拳击沙袋,2025-12-03T09:32:47.617642
13841,271,拳击,2025-08-01,86,1079.5,150,164,动感单车,2025-08-01T09:32:47.617642
13842,271,游泳,2025-12-21,68,687.5,133,151,椭圆机,2025-12-21T09:32:47.617642
13843,271,普拉提,2025-10-09,91,496.6,149,172,史密斯机,2025-10-09T09:32:47.617642
13844,271,动感单车,2025-08-09,74,868.2,145,163,瑜伽垫,2025-08-09T09:32:47.617642
13845,271,拳击,2025-12-06,73,861.5,141,157,划船机,2025-12-06T09:32:47.617642
13846,271,瑜伽,2025-12-17,79,302.5,143,155,跑步机,2025-12-17T09:32:47.617642
13847,271,跑步,2025-08-22,84,793.4,146,162,瑜伽垫,2025-08-22T09:32:47.617642
13848,271,游泳,2025-08-25,22,250.5,126,148,拳击沙袋,2025-08-25T09:32:47.617642
13849,271,游泳,2025-08-26,26,306.4,112,131,划船机,2025-08-26T09:32:47.617642
13850,271,拳击,2026-01-14,117,1530.1,134,164,动感单车,2026-01-14T09:32:47.617642
13851,271,椭圆机,2025-10-02,48,474.3,123,148,龙门架,2025-10-02T09:32:47.617642
13852,271,椭圆机,2026-01-09,76,741.4,124,149,划船机,2026-01-09T09:32:47.617642
13853,271,动感单车,2025-12-12,27,320.1,144,165,动感单车,2025-12-12T09:32:47.617642
13854,271,跑步,2025-07-27,84,856.4,145,160,史密斯机,2025-07-27T09:32:47.617642
13855,271,爬楼机,2025-10-10,25,288.3,149,177,杠铃,2025-10-10T09:32:47.617642
13856,272,拳击,2025-11-30,92,1087.1,116,128,拳击沙袋,2025-11-30T09:32:47.617903
13857,272,爬楼机,2025-07-24,113,1215.8,119,136,哑铃,2025-07-24T09:32:47.617903
13858,272,拳击,2025-06-06,43,613.1,146,167,瑜伽垫,2025-06-06T09:32:47.617903
13859,272,跑步,2025-07-03,117,1084.0,136,158,椭圆机,2025-07-03T09:32:47.617903
13860,272,普拉提,2025-06-26,43,235.9,123,134,杠铃,2025-06-26T09:32:47.617903
13861,272,椭圆机,2025-06-15,114,1115.7,116,137,史密斯机,2025-06-15T09:32:47.617903
13862,272,椭圆机,2025-03-23,96,816.8,124,136,跑步机,2025-03-23T09:32:47.617903
13863,272,动感单车,2025-08-16,102,1315.6,127,141,椭圆机,2025-08-16T09:32:47.617903
13864,272,动感单车,2025-07-04,68,829.3,137,166,跑步机,2025-07-04T09:32:47.617903
13865,272,游泳,2025-08-05,71,713.5,150,179,拳击沙袋,2025-08-05T09:32:47.617903
13866,272,椭圆机,2025-12-13,82,724.3,149,174,拳击沙袋,2025-12-13T09:32:47.617903
13867,272,瑜伽,2025-06-18,74,322.2,139,168,史密斯机,2025-06-18T09:32:47.617903
13868,272,椭圆机,2026-01-09,112,1019.2,122,151,跑步机,2026-01-09T09:32:47.617903
13869,272,普拉提,2025-11-30,118,579.4,128,143,瑜伽垫,2025-11-30T09:32:47.617903
13870,272,普拉提,2025-08-10,50,261.0,144,155,跑步机,2025-08-10T09:32:47.617903
13871,272,划船机,2025-12-27,119,1086.7,111,130,拳击沙袋,2025-12-27T09:32:47.617903
13872,272,力量训练,2025-09-29,44,381.5,115,127,瑜伽垫,2025-09-29T09:32:47.617903
13873,272,跑步,2025-07-06,94,879.6,134,149,瑜伽垫,2025-07-06T09:32:47.617903
13874,272,游泳,2025-06-24,99,1070.8,134,152,龙门架,2025-06-24T09:32:47.617903
13875,272,拳击,2025-08-02,103,1330.7,147,159,划船机,2025-08-02T09:32:47.617903
13876,272,普拉提,2025-05-03,30,162.3,125,135,龙门架,2025-05-03T09:32:47.617903
13877,272,跑步,2025-05-31,56,535.4,111,122,动感单车,2025-05-31T09:32:47.617903
13878,272,游泳,2025-02-22,20,229.3,120,147,拳击沙袋,2025-02-22T09:32:47.617903
13879,272,瑜伽,2025-06-23,41,159.5,126,152,拳击沙袋,2025-06-23T09:32:47.617903
13880,272,拳击,2026-01-14,81,1143.7,124,146,瑜伽垫,2026-01-14T09:32:47.617903
13881,272,瑜伽,2025-06-05,70,253.1,129,154,龙门架,2025-06-05T09:32:47.617903
13882,272,跑步,2025-07-22,87,871.0,133,161,椭圆机,2025-07-22T09:32:47.617903
13883,272,游泳,2025-11-08,43,513.6,137,152,龙门架,2025-11-08T09:32:47.617903
13884,272,瑜伽,2026-01-19,95,374.0,120,138,龙门架,2026-01-19T09:32:47.617903
13885,272,游泳,2025-05-06,107,1195.8,118,146,龙门架,2025-05-06T09:32:47.617903
13886,272,椭圆机,2025-07-05,107,956.8,131,150,椭圆机,2025-07-05T09:32:47.617903
13887,272,动感单车,2025-08-23,26,334.1,128,144,杠铃,2025-08-23T09:32:47.617903
13888,272,跑步,2025-12-11,70,728.8,122,133,跑步机,2025-12-11T09:32:47.617903
13889,272,椭圆机,2025-05-23,90,742.3,117,142,哑铃,2025-05-23T09:32:47.617903
13890,273,力量训练,2025-11-15,45,343.7,131,154,瑜伽垫,2025-11-15T09:32:47.618144
13891,273,游泳,2026-01-12,89,1040.9,112,137,龙门架,2026-01-12T09:32:47.618144
13892,273,划船机,2025-10-18,71,710.2,149,167,杠铃,2025-10-18T09:32:47.618144
13893,273,普拉提,2025-08-17,24,130.3,127,145,龙门架,2025-08-17T09:32:47.618144
13894,273,拳击,2025-09-01,53,655.8,133,147,龙门架,2025-09-01T09:32:47.618144
13895,273,拳击,2025-09-29,112,1558.8,146,162,杠铃,2025-09-29T09:32:47.618144
13896,273,划船机,2025-09-22,83,812.7,128,152,瑜伽垫,2025-09-22T09:32:47.618144
13897,273,跑步,2025-07-13,41,394.5,126,155,瑜伽垫,2025-07-13T09:32:47.618144
13898,273,游泳,2025-08-16,117,1255.0,146,161,杠铃,2025-08-16T09:32:47.618144
13899,273,动感单车,2025-06-20,89,990.9,122,145,杠铃,2025-06-20T09:32:47.618144
13900,273,游泳,2025-10-30,87,932.3,149,163,椭圆机,2025-10-30T09:32:47.618144
13901,273,瑜伽,2025-08-20,28,108.9,130,158,哑铃,2025-08-20T09:32:47.618144
13902,273,拳击,2025-04-30,63,738.1,137,161,跑步机,2025-04-30T09:32:47.618144
13903,273,划船机,2025-08-11,90,847.9,145,167,史密斯机,2025-08-11T09:32:47.618144
13904,273,瑜伽,2025-12-28,31,136.4,128,149,杠铃,2025-12-28T09:32:47.618144
13905,273,动感单车,2025-12-15,31,381.1,146,166,划船机,2025-12-15T09:32:47.618144
13906,273,游泳,2025-12-28,81,920.2,150,170,瑜伽垫,2025-12-28T09:32:47.618144
13907,273,瑜伽,2025-07-22,87,371.7,141,156,龙门架,2025-07-22T09:32:47.618144
13908,273,动感单车,2026-01-04,73,860.7,139,161,瑜伽垫,2026-01-04T09:32:47.618144
13909,273,跑步,2025-04-26,89,914.8,111,138,史密斯机,2025-04-26T09:32:47.618144
13910,273,椭圆机,2025-05-22,120,988.6,124,152,椭圆机,2025-05-22T09:32:47.618144
13911,273,跑步,2025-10-05,102,937.6,121,133,动感单车,2025-10-05T09:32:47.618144
13912,273,瑜伽,2025-08-09,27,114.3,143,159,动感单车,2025-08-09T09:32:47.618144
13913,273,瑜伽,2025-10-16,73,266.4,110,136,龙门架,2025-10-16T09:32:47.618144
13914,273,跑步,2025-12-30,55,578.6,145,175,龙门架,2025-12-30T09:32:47.618144
13915,273,跑步,2025-04-22,82,810.3,143,154,瑜伽垫,2025-04-22T09:32:47.618144
13916,273,力量训练,2025-08-10,113,831.4,132,147,杠铃,2025-08-10T09:32:47.618144
13917,273,拳击,2025-05-28,72,946.7,143,157,杠铃,2025-05-28T09:32:47.618144
13918,273,拳击,2025-09-27,45,535.0,110,140,动感单车,2025-09-27T09:32:47.618144
13919,273,游泳,2025-12-27,113,1247.2,137,159,椭圆机,2025-12-27T09:32:47.618144
13920,273,动感单车,2025-09-23,106,1157.9,147,167,史密斯机,2025-09-23T09:32:47.618144
13921,273,动感单车,2025-08-14,37,427.2,111,136,杠铃,2025-08-14T09:32:47.618144
13922,273,力量训练,2025-04-22,50,425.3,123,147,史密斯机,2025-04-22T09:32:47.618144
13923,273,椭圆机,2025-10-02,63,564.6,149,164,龙门架,2025-10-02T09:32:47.618144
13924,273,普拉提,2025-12-17,43,227.4,141,153,动感单车,2025-12-17T09:32:47.618144
13925,273,瑜伽,2025-11-16,30,121.3,126,150,杠铃,2025-11-16T09:32:47.618144
13926,273,划船机,2025-05-10,62,572.7,124,154,动感单车,2025-05-10T09:32:47.618144
13927,273,瑜伽,2025-08-06,33,130.9,143,169,哑铃,2025-08-06T09:32:47.618144
13928,273,跑步,2025-08-13,117,1132.5,115,128,动感单车,2025-08-13T09:32:47.618144
13929,274,游泳,2025-12-16,83,924.1,117,143,龙门架,2025-12-16T09:32:47.618396
13930,274,划船机,2025-12-09,62,614.3,116,126,动感单车,2025-12-09T09:32:47.618396
13931,274,划船机,2025-10-12,31,311.8,139,161,史密斯机,2025-10-12T09:32:47.618396
13932,274,瑜伽,2025-12-16,72,263.7,116,133,椭圆机,2025-12-16T09:32:47.618396
13933,274,椭圆机,2025-10-22,42,410.8,124,153,拳击沙袋,2025-10-22T09:32:47.618396
13934,274,椭圆机,2025-09-24,35,285.7,123,149,龙门架,2025-09-24T09:32:47.618396
13935,274,划船机,2025-09-04,49,517.4,140,150,瑜伽垫,2025-09-04T09:32:47.618396
13936,274,力量训练,2026-01-18,94,729.5,125,140,动感单车,2026-01-18T09:32:47.618396
13937,274,爬楼机,2025-08-09,46,507.1,124,137,哑铃,2025-08-09T09:32:47.618396
13938,274,跑步,2025-12-18,47,458.4,114,128,跑步机,2025-12-18T09:32:47.618396
13939,274,力量训练,2025-11-01,26,223.8,130,159,史密斯机,2025-11-01T09:32:47.618396
13940,274,瑜伽,2025-09-11,35,126.2,145,161,拳击沙袋,2025-09-11T09:32:47.618396
13941,274,跑步,2025-08-17,23,227.7,143,159,瑜伽垫,2025-08-17T09:32:47.618396
13942,274,拳击,2025-11-24,38,533.7,136,162,瑜伽垫,2025-11-24T09:32:47.618396
13943,274,力量训练,2025-11-07,103,838.1,133,163,瑜伽垫,2025-11-07T09:32:47.618396
13944,274,力量训练,2025-09-01,35,291.2,138,161,杠铃,2025-09-01T09:32:47.618396
13945,274,力量训练,2025-12-13,82,684.3,116,128,杠铃,2025-12-13T09:32:47.618396
13946,274,普拉提,2025-12-11,116,551.8,129,145,拳击沙袋,2025-12-11T09:32:47.618396
13947,274,跑步,2025-12-13,72,678.8,123,149,瑜伽垫,2025-12-13T09:32:47.618396
13948,274,跑步,2025-11-19,60,621.6,134,162,杠铃,2025-11-19T09:32:47.618396
13949,274,跑步,2026-01-15,31,337.8,130,159,动感单车,2026-01-15T09:32:47.618396
13950,274,划船机,2025-08-30,97,946.4,148,162,拳击沙袋,2025-08-30T09:32:47.618396
13951,274,爬楼机,2025-08-24,37,435.6,133,151,杠铃,2025-08-24T09:32:47.618396
13952,274,力量训练,2025-08-10,69,557.7,145,163,哑铃,2025-08-10T09:32:47.618396
13953,274,动感单车,2025-09-03,75,938.7,132,156,跑步机,2025-09-03T09:32:47.618396
13954,274,游泳,2025-11-08,97,1172.4,135,158,划船机,2025-11-08T09:32:47.618396
13955,274,拳击,2025-11-03,91,1105.0,145,155,瑜伽垫,2025-11-03T09:32:47.618396
13956,274,普拉提,2026-01-10,118,595.2,127,155,拳击沙袋,2026-01-10T09:32:47.618396
13957,274,椭圆机,2025-12-31,22,184.8,142,168,椭圆机,2025-12-31T09:32:47.618396
13958,274,瑜伽,2025-12-29,93,389.4,110,125,椭圆机,2025-12-29T09:32:47.618396
13959,274,划船机,2025-10-27,99,903.1,127,143,拳击沙袋,2025-10-27T09:32:47.618396
13960,274,普拉提,2026-01-03,69,320.0,132,153,龙门架,2026-01-03T09:32:47.618396
13961,274,动感单车,2025-11-30,59,697.2,114,144,拳击沙袋,2025-11-30T09:32:47.618396
13962,274,游泳,2025-08-23,118,1229.2,110,133,跑步机,2025-08-23T09:32:47.618396
13963,274,力量训练,2025-09-05,108,881.1,124,142,跑步机,2025-09-05T09:32:47.618396
13964,274,游泳,2025-08-16,61,701.6,143,168,哑铃,2025-08-16T09:32:47.618396
13965,274,椭圆机,2025-09-25,81,770.4,139,163,杠铃,2025-09-25T09:32:47.618396
13966,274,跑步,2025-10-31,82,810.8,131,141,划船机,2025-10-31T09:32:47.618396
13967,274,爬楼机,2025-08-16,105,1073.0,120,143,龙门架,2025-08-16T09:32:47.618396
13968,274,拳击,2025-08-01,72,1019.6,132,152,跑步机,2025-08-01T09:32:47.618396
13969,274,划船机,2025-11-19,112,1012.8,132,160,史密斯机,2025-11-19T09:32:47.618396
13970,274,拳击,2025-08-29,106,1424.1,110,124,龙门架,2025-08-29T09:32:47.618396
13971,275,椭圆机,2025-10-17,91,787.0,121,140,杠铃,2025-10-17T09:32:47.618642
13972,275,普拉提,2025-12-31,119,558.9,129,147,杠铃,2025-12-31T09:32:47.618642
13973,275,跑步,2025-08-21,82,772.6,115,139,龙门架,2025-08-21T09:32:47.618642
13974,275,椭圆机,2025-09-17,102,922.3,138,165,瑜伽垫,2025-09-17T09:32:47.618642
13975,275,椭圆机,2025-09-19,39,345.5,125,138,龙门架,2025-09-19T09:32:47.618642
13976,275,瑜伽,2025-11-03,61,242.1,110,131,龙门架,2025-11-03T09:32:47.618642
13977,275,力量训练,2026-01-06,83,638.9,137,167,划船机,2026-01-06T09:32:47.618642
13978,275,游泳,2025-12-15,20,207.6,146,168,跑步机,2025-12-15T09:32:47.618642
13979,275,力量训练,2025-12-07,67,562.0,150,167,动感单车,2025-12-07T09:32:47.618642
13980,275,游泳,2025-08-28,97,1035.7,121,145,跑步机,2025-08-28T09:32:47.618642
13981,275,椭圆机,2025-08-29,110,935.9,124,134,史密斯机,2025-08-29T09:32:47.618642
13982,275,拳击,2025-10-05,112,1447.6,119,141,史密斯机,2025-10-05T09:32:47.618642
13983,275,爬楼机,2025-12-03,32,368.4,129,144,瑜伽垫,2025-12-03T09:32:47.618642
13984,275,游泳,2025-11-29,23,246.1,146,164,杠铃,2025-11-29T09:32:47.618642
13985,275,跑步,2025-12-11,57,616.4,133,151,椭圆机,2025-12-11T09:32:47.618642
13986,275,椭圆机,2025-12-27,84,741.1,142,154,杠铃,2025-12-27T09:32:47.618642
13987,275,游泳,2025-12-13,38,449.9,130,142,椭圆机,2025-12-13T09:32:47.618642
13988,275,跑步,2025-11-26,78,745.3,140,156,龙门架,2025-11-26T09:32:47.618642
13989,275,力量训练,2026-01-04,95,750.8,127,151,动感单车,2026-01-04T09:32:47.618642
13990,275,椭圆机,2025-08-25,110,1021.5,113,132,杠铃,2025-08-25T09:32:47.618642
13991,275,动感单车,2025-08-21,51,589.3,115,126,哑铃,2025-08-21T09:32:47.618642
13992,275,划船机,2025-09-18,114,1097.6,135,150,史密斯机,2025-09-18T09:32:47.618642
13993,275,动感单车,2026-01-11,87,1020.4,150,160,划船机,2026-01-11T09:32:47.618642
13994,275,力量训练,2025-09-24,91,682.4,126,142,跑步机,2025-09-24T09:32:47.618642
13995,275,动感单车,2025-12-16,112,1375.1,121,144,杠铃,2025-12-16T09:32:47.618642
13996,275,椭圆机,2025-10-30,59,509.5,140,156,史密斯机,2025-10-30T09:32:47.618642
13997,275,椭圆机,2025-11-28,79,777.8,136,150,史密斯机,2025-11-28T09:32:47.618642
13998,275,拳击,2026-01-17,49,588.8,131,145,杠铃,2026-01-17T09:32:47.618642
13999,275,划船机,2025-12-03,62,669.4,146,158,动感单车,2025-12-03T09:32:47.618642
14000,275,普拉提,2025-12-29,60,301.1,141,153,拳击沙袋,2025-12-29T09:32:47.618642
14001,275,动感单车,2025-11-04,63,795.7,141,162,划船机,2025-11-04T09:32:47.618642
14002,275,瑜伽,2025-11-06,59,213.5,114,141,史密斯机,2025-11-06T09:32:47.618642
14003,275,游泳,2025-10-02,58,593.8,127,157,龙门架,2025-10-02T09:32:47.618642
14004,275,划船机,2025-12-30,92,875.2,149,170,哑铃,2025-12-30T09:32:47.618642
14005,275,游泳,2025-12-22,66,774.6,133,154,哑铃,2025-12-22T09:32:47.618642
14006,275,拳击,2025-08-06,72,974.2,126,142,龙门架,2025-08-06T09:32:47.618642
14007,275,游泳,2025-11-15,59,668.8,121,131,拳击沙袋,2025-11-15T09:32:47.618642
14008,275,爬楼机,2025-11-23,64,716.1,150,169,椭圆机,2025-11-23T09:32:47.618642
14009,275,椭圆机,2025-09-16,62,572.5,113,143,椭圆机,2025-09-16T09:32:47.618642
14010,275,爬楼机,2025-12-03,26,296.9,127,153,拳击沙袋,2025-12-03T09:32:47.618642
14011,275,游泳,2025-10-07,26,281.5,143,162,杠铃,2025-10-07T09:32:47.618642
14012,275,游泳,2025-11-30,51,613.4,140,152,椭圆机,2025-11-30T09:32:47.618642
14013,275,跑步,2025-11-23,108,1109.9,148,164,哑铃,2025-11-23T09:32:47.618642
14014,276,跑步,2025-10-15,27,273.8,114,138,拳击沙袋,2025-10-15T09:32:47.618884
14015,276,划船机,2025-10-22,75,748.0,115,125,动感单车,2025-10-22T09:32:47.618884
14016,276,椭圆机,2025-08-16,99,971.8,145,166,瑜伽垫,2025-08-16T09:32:47.618884
14017,276,力量训练,2025-08-22,25,186.2,129,143,拳击沙袋,2025-08-22T09:32:47.618884
14018,276,游泳,2025-04-02,71,764.0,127,148,动感单车,2025-04-02T09:32:47.618884
14019,276,爬楼机,2025-05-13,44,498.6,142,154,椭圆机,2025-05-13T09:32:47.618884
14020,276,游泳,2025-10-13,77,878.1,126,147,拳击沙袋,2025-10-13T09:32:47.618884
14021,276,爬楼机,2025-03-14,102,1145.8,115,134,椭圆机,2025-03-14T09:32:47.618884
14022,276,力量训练,2025-02-14,108,820.0,130,152,拳击沙袋,2025-02-14T09:32:47.618884
14023,276,瑜伽,2026-01-11,69,261.9,141,156,瑜伽垫,2026-01-11T09:32:47.618884
14024,276,力量训练,2025-03-08,22,177.8,130,144,划船机,2025-03-08T09:32:47.618884
14025,276,拳击,2026-01-01,35,467.6,120,144,龙门架,2026-01-01T09:32:47.618884
14026,276,游泳,2025-10-04,57,584.5,115,138,动感单车,2025-10-04T09:32:47.618884
14027,276,椭圆机,2025-05-11,112,973.2,126,154,动感单车,2025-05-11T09:32:47.618884
14028,276,力量训练,2025-04-13,71,612.5,122,148,拳击沙袋,2025-04-13T09:32:47.618884
14029,276,爬楼机,2025-03-07,86,975.3,124,134,杠铃,2025-03-07T09:32:47.618884
14030,276,普拉提,2025-12-10,77,401.2,140,161,杠铃,2025-12-10T09:32:47.618884
14031,276,跑步,2025-11-24,103,936.6,130,147,跑步机,2025-11-24T09:32:47.618884
14032,276,椭圆机,2026-01-04,90,851.9,142,172,拳击沙袋,2026-01-04T09:32:47.618884
14033,276,力量训练,2025-02-02,53,424.8,123,149,瑜伽垫,2025-02-02T09:32:47.618884
14034,276,力量训练,2025-12-06,95,790.3,148,172,瑜伽垫,2025-12-06T09:32:47.618884
14035,276,普拉提,2025-04-15,47,215.3,138,162,椭圆机,2025-04-15T09:32:47.618884
14036,276,瑜伽,2025-06-16,80,350.7,115,145,哑铃,2025-06-16T09:32:47.618884
14037,276,跑步,2025-10-20,91,921.2,136,162,划船机,2025-10-20T09:32:47.618884
14038,276,游泳,2025-08-15,39,403.9,112,133,史密斯机,2025-08-15T09:32:47.618884
14039,276,爬楼机,2025-05-09,55,555.6,129,154,椭圆机,2025-05-09T09:32:47.618884
14040,276,游泳,2025-11-03,77,855.4,141,166,史密斯机,2025-11-03T09:32:47.618884
14041,276,动感单车,2025-02-27,84,1085.9,114,132,史密斯机,2025-02-27T09:32:47.618884
14042,276,普拉提,2025-02-21,66,338.8,138,161,椭圆机,2025-02-21T09:32:47.618884
14043,276,拳击,2025-04-01,104,1422.7,124,139,瑜伽垫,2025-04-01T09:32:47.618884
14044,276,瑜伽,2025-08-29,83,354.3,129,146,拳击沙袋,2025-08-29T09:32:47.618884
14045,276,动感单车,2025-12-02,21,262.6,119,135,椭圆机,2025-12-02T09:32:47.618884
14046,276,普拉提,2025-01-21,87,426.1,132,156,史密斯机,2025-01-21T09:32:47.618884
14047,276,动感单车,2025-04-23,83,944.4,137,153,瑜伽垫,2025-04-23T09:32:47.618884
14048,276,动感单车,2025-12-20,102,1296.7,136,151,跑步机,2025-12-20T09:32:47.618884
14049,276,游泳,2025-04-02,47,522.9,147,163,龙门架,2025-04-02T09:32:47.618884
14050,276,游泳,2025-10-28,95,981.4,132,143,杠铃,2025-10-28T09:32:47.618884
14051,276,拳击,2025-11-15,48,597.6,121,133,跑步机,2025-11-15T09:32:47.618884
14052,276,跑步,2025-01-26,23,227.5,119,142,跑步机,2025-01-26T09:32:47.618884
14053,276,划船机,2026-01-01,76,801.0,143,156,龙门架,2026-01-01T09:32:47.618884
14054,276,瑜伽,2025-08-29,107,425.5,125,142,杠铃,2025-08-29T09:32:47.618884
14055,276,椭圆机,2025-12-11,69,662.9,145,160,拳击沙袋,2025-12-11T09:32:47.618884
14056,276,力量训练,2025-12-09,108,869.6,141,169,动感单车,2025-12-09T09:32:47.618884
14057,276,跑步,2025-10-19,101,992.5,115,125,拳击沙袋,2025-10-19T09:32:47.618884
14058,276,爬楼机,2026-01-04,35,390.9,147,174,龙门架,2026-01-04T09:32:47.618884
14059,277,力量训练,2025-12-03,76,599.8,115,145,瑜伽垫,2025-12-03T09:32:47.619137
14060,277,游泳,2025-11-11,81,899.8,115,141,史密斯机,2025-11-11T09:32:47.619137
14061,277,划船机,2025-11-11,107,1142.2,133,157,跑步机,2025-11-11T09:32:47.619137
14062,277,游泳,2026-01-17,76,917.7,149,176,龙门架,2026-01-17T09:32:47.619137
14063,277,椭圆机,2025-12-05,71,628.6,124,154,哑铃,2025-12-05T09:32:47.619137
14064,277,瑜伽,2025-12-07,36,157.9,128,140,杠铃,2025-12-07T09:32:47.619137
14065,277,瑜伽,2025-12-06,72,310.4,111,131,椭圆机,2025-12-06T09:32:47.619137
14066,277,动感单车,2025-12-18,106,1302.8,111,132,龙门架,2025-12-18T09:32:47.619137
14067,277,爬楼机,2025-12-17,64,759.9,146,167,划船机,2025-12-17T09:32:47.619137
14068,277,划船机,2026-01-05,59,592.7,134,154,椭圆机,2026-01-05T09:32:47.619137
14069,277,爬楼机,2025-11-09,57,634.8,131,153,龙门架,2025-11-09T09:32:47.619137
14070,277,游泳,2025-11-02,107,1158.5,143,160,杠铃,2025-11-02T09:32:47.619137
14071,277,拳击,2025-11-22,40,546.7,133,143,瑜伽垫,2025-11-22T09:32:47.619137
14072,277,跑步,2026-01-15,73,767.1,116,145,划船机,2026-01-15T09:32:47.619137
14073,277,普拉提,2025-12-17,32,172.6,147,168,划船机,2025-12-17T09:32:47.619137
14074,277,力量训练,2025-11-16,70,576.6,142,171,哑铃,2025-11-16T09:32:47.619137
14075,277,游泳,2026-01-11,51,540.4,137,150,龙门架,2026-01-11T09:32:47.619137
14076,277,爬楼机,2026-01-07,69,785.0,146,167,史密斯机,2026-01-07T09:32:47.619137
14077,277,跑步,2025-12-13,98,960.9,123,150,哑铃,2025-12-13T09:32:47.619137
14078,277,力量训练,2025-12-18,111,870.2,119,145,动感单车,2025-12-18T09:32:47.619137
14079,277,动感单车,2025-12-03,68,861.9,112,133,拳击沙袋,2025-12-03T09:32:47.619137
14080,277,爬楼机,2025-12-03,42,423.3,140,159,划船机,2025-12-03T09:32:47.619137
14081,277,爬楼机,2025-11-29,114,1320.7,148,173,椭圆机,2025-11-29T09:32:47.619137
14082,277,力量训练,2025-12-23,66,577.7,144,155,杠铃,2025-12-23T09:32:47.619137
14083,277,爬楼机,2025-11-25,60,698.5,119,137,跑步机,2025-11-25T09:32:47.619137
14084,277,划船机,2025-11-29,61,549.6,114,137,哑铃,2025-11-29T09:32:47.619137
14085,277,动感单车,2025-12-15,85,1096.7,125,148,拳击沙袋,2025-12-15T09:32:47.619137
14086,277,瑜伽,2025-12-25,73,300.7,145,160,椭圆机,2025-12-25T09:32:47.619137
14087,277,动感单车,2025-11-15,47,616.7,130,145,史密斯机,2025-11-15T09:32:47.619137
14088,277,动感单车,2026-01-19,69,757.7,115,126,史密斯机,2026-01-19T09:32:47.619137
14089,277,跑步,2025-11-30,94,971.4,145,162,杠铃,2025-11-30T09:32:47.619137
14090,277,游泳,2025-12-29,25,256.8,145,157,划船机,2025-12-29T09:32:47.619137
14091,277,力量训练,2025-11-01,54,409.6,132,152,动感单车,2025-11-01T09:32:47.619137
14092,277,动感单车,2025-11-11,82,1018.7,129,147,拳击沙袋,2025-11-11T09:32:47.619137
14093,277,力量训练,2025-11-26,112,924.2,123,153,拳击沙袋,2025-11-26T09:32:47.619137
14094,277,椭圆机,2026-01-11,73,692.0,113,137,哑铃,2026-01-11T09:32:47.619137
14095,277,划船机,2025-12-22,120,1096.8,113,123,跑步机,2025-12-22T09:32:47.619137
14096,277,普拉提,2025-12-01,47,257.3,121,139,拳击沙袋,2025-12-01T09:32:47.619137
14097,277,动感单车,2025-11-23,115,1440.6,143,161,划船机,2025-11-23T09:32:47.619137
14098,277,划船机,2026-01-15,50,494.1,146,174,史密斯机,2026-01-15T09:32:47.619137
14099,277,普拉提,2025-11-08,26,128.9,136,162,史密斯机,2025-11-08T09:32:47.619137
14100,278,游泳,2026-01-06,25,280.8,115,142,椭圆机,2026-01-06T09:32:47.619399
14101,278,力量训练,2025-11-20,119,993.5,112,128,杠铃,2025-11-20T09:32:47.619399
14102,278,划船机,2026-01-07,30,275.0,136,147,划船机,2026-01-07T09:32:47.619399
14103,278,爬楼机,2025-10-03,91,952.7,130,160,动感单车,2025-10-03T09:32:47.619399
14104,278,动感单车,2026-01-15,81,900.9,147,166,椭圆机,2026-01-15T09:32:47.619399
14105,278,椭圆机,2026-01-10,63,530.3,145,169,杠铃,2026-01-10T09:32:47.619399
14106,278,爬楼机,2025-12-22,72,795.2,145,173,拳击沙袋,2025-12-22T09:32:47.619399
14107,278,拳击,2025-12-01,82,1029.0,139,158,瑜伽垫,2025-12-01T09:32:47.619399
14108,278,拳击,2025-12-24,105,1287.7,147,162,动感单车,2025-12-24T09:32:47.619399
14109,278,瑜伽,2025-12-22,73,320.6,133,157,瑜伽垫,2025-12-22T09:32:47.619399
14110,278,跑步,2025-12-21,88,850.7,123,153,龙门架,2025-12-21T09:32:47.619399
14111,278,瑜伽,2025-10-15,71,297.0,134,149,动感单车,2025-10-15T09:32:47.619399
14112,278,普拉提,2025-09-26,112,579.1,116,131,动感单车,2025-09-26T09:32:47.619399
14113,278,力量训练,2026-01-12,40,324.0,130,158,拳击沙袋,2026-01-12T09:32:47.619399
